N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,8,0.2,0.02,0.2,0.00019852496916428208,0.9997495412826538,0.00019696155504789203
100,5.0,1.0338953100711687,1e-05,gaussian,8,0.2,0.02,0.2,0.20968428254127502,0.020706066861748695,0.2106655091047287
100,5.0,1.0338953100711687,1e-05,edge_flip,8,0.2,0.02,0.2,0.24153880774974823,0.01866110786795616,0.23123469948768616
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,9,0.2,0.02,0.2,0.00021771222236566246,0.999761700630188,0.000221294816583395
100,5.0,1.0338953100711687,1e-05,gaussian,9,0.2,0.02,0.2,0.19763021171092987,0.01979149878025055,0.21616849303245544
100,5.0,1.0338953100711687,1e-05,edge_flip,9,0.2,0.02,0.2,0.13678045570850372,0.0077215880155563354,0.2071918100118637
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,10,0.2,0.02,0.2,0.0002005321002798155,0.9997563362121582,0.0002011132164625451
100,5.0,1.0338953100711687,1e-05,gaussian,10,0.2,0.02,0.2,0.1774516999721527,0.0035155301447957754,0.1991039514541626
100,5.0,1.0338953100711687,1e-05,edge_flip,10,0.2,0.02,0.2,0.21577855944633484,0.009404591284692287,0.1951703578233719
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,11,0.2,0.02,0.2,0.00021801120601594448,0.9997679591178894,0.00022304545564111322
100,5.0,1.0338953100711687,1e-05,gaussian,11,0.2,0.02,0.2,0.17741478979587555,0.013436920940876007,0.20063047111034393
100,5.0,1.0338953100711687,1e-05,edge_flip,11,0.2,0.02,0.2,0.18658360838890076,0.020344112068414688,0.20890915393829346
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,12,0.2,0.02,0.2,0.00022462924243882298,0.9997686147689819,0.00022382885799743235
100,5.0,1.0338953100711687,1e-05,gaussian,12,0.2,0.02,0.2,0.2023324817419052,0.016089316457509995,0.17925499379634857
100,5.0,1.0338953100711687,1e-05,edge_flip,12,0.2,0.02,0.2,0.21234385669231415,0.0,0.19860506057739258
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,13,0.2,0.02,0.2,0.00021627139358315617,0.9997584223747253,0.00021859574189875275
100,5.0,1.0338953100711687,1e-05,gaussian,13,0.2,0.02,0.2,0.19694867730140686,0.01391961332410574,0.20218735933303833
100,5.0,1.0338953100711687,1e-05,edge_flip,13,0.2,0.02,0.2,0.17627950012683868,0.0,0.18486624956130981
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,14,0.2,0.02,0.2,0.00020609529747162014,0.9997572302818298,0.00020681283785961568
100,5.0,1.0338953100711687,1e-05,gaussian,14,0.2,0.02,0.2,0.22294889390468597,0.018830427899956703,0.22792550921440125
100,5.0,1.0338953100711687,1e-05,edge_flip,14,0.2,0.02,0.2,0.2174959033727646,0.0077215880155563354,0.22436530888080597
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,15,0.2,0.02,0.2,0.0002229967649327591,0.9997742772102356,0.00022129046556074172
100,5.0,1.0338953100711687,1e-05,gaussian,15,0.2,0.02,0.2,0.1812441200017929,0.01827123574912548,0.19318942725658417
100,5.0,1.0338953100711687,1e-05,edge_flip,15,0.2,0.02,0.2,0.1951703578233719,0.016978105530142784,0.1694100946187973
